id,date,feedback_text,sentiment
559,2025-07-24,Average experience overall.,neutral
560,2025-10-04,"It works fine, nothing special.",neutral
561,2025-07-04,Very bad experience. Not satisfied at all.,negative
562,2025-08-23,"It works fine, nothing special.",neutral
563,2025-08-08,The product is amazing! It works perfectly.,positive
564,2025-08-20,"Great experience, will recommend to others.",positive
565,2025-07-13,"Great experience, will recommend to others.",positive
566,2025-08-25,Average experience overall.,neutral
567,2025-10-18,The product is amazing! It works perfectly.,positive
568,2025-08-06,Excellent service and quick response.,positive
569,2025-06-15,Product arrived damaged and late.,negative
570,2025-10-13,"Neutral review, it’s acceptable.",neutral
571,2025-06-13,The product is amazing! It works perfectly.,positive
572,2025-05-17,"It works fine, nothing special.",neutral
573,2025-08-12,No major issues but can be better.,neutral
574,2025-06-01,"The product is okay, not bad.",neutral
575,2025-08-21,"Great experience, will recommend to others.",positive
576,2025-06-03,Excellent service and quick response.,positive
577,2025-05-25,Loved it! Totally worth the money.,positive
578,2025-10-15,"Very happy with the purchase, thank you!",positive
579,2025-08-20,Loved it! Totally worth the money.,positive
580,2025-09-28,"Very happy with the purchase, thank you!",positive
581,2025-10-23,"It works fine, nothing special.",neutral
582,2025-06-03,Customer support was unhelpful.,negative
583,2025-05-26,Excellent service and quick response.,positive
584,2025-10-25,Average experience overall.,neutral
585,2025-09-17,The product is amazing! It works perfectly.,positive
586,2025-05-30,Not happy with the quality.,negative
587,2025-06-10,"The product is okay, not bad.",neutral
588,2025-07-20,"It works fine, nothing special.",neutral
589,2025-06-23,"Neutral review, it’s acceptable.",neutral
590,2025-10-30,"Great experience, will recommend to others.",positive
591,2025-07-27,Excellent service and quick response.,positive
592,2025-10-27,Average experience overall.,neutral
593,2025-05-23,Loved it! Totally worth the money.,positive
594,2025-09-22,"Very happy with the purchase, thank you!",positive
595,2025-05-21,Excellent service and quick response.,positive
596,2025-09-08,Loved it! Totally worth the money.,positive
597,2025-09-10,Not happy with the quality.,negative
598,2025-08-17,The product is amazing! It works perfectly.,positive
599,2025-06-13,Loved it! Totally worth the money.,positive
600,2025-06-15,Excellent service and quick response.,positive
601,2025-05-05,Average experience overall.,neutral
602,2025-06-29,"Terrible service, waste of money.",negative
603,2025-10-01,No major issues but can be better.,neutral
604,2025-06-14,Loved it! Totally worth the money.,positive
605,2025-08-05,"Very happy with the purchase, thank you!",positive
606,2025-09-10,Average experience overall.,neutral
607,2025-09-05,"It works fine, nothing special.",neutral
608,2025-08-27,Average experience overall.,neutral
609,2025-05-30,No major issues but can be better.,neutral
610,2025-07-21,Excellent service and quick response.,positive
611,2025-10-08,Excellent service and quick response.,positive
612,2025-09-03,Very bad experience. Not satisfied at all.,negative
613,2025-10-25,"Great experience, will recommend to others.",positive
614,2025-06-13,Product arrived damaged and late.,negative
615,2025-07-27,The product is amazing! It works perfectly.,positive
616,2025-10-26,Very bad experience. Not satisfied at all.,negative
617,2025-06-22,Customer support was unhelpful.,negative
618,2025-07-16,"The product is okay, not bad.",neutral
619,2025-08-27,"The product is okay, not bad.",neutral
620,2025-06-27,Customer support was unhelpful.,negative
621,2025-08-25,Loved it! Totally worth the money.,positive
622,2025-08-10,"Very happy with the purchase, thank you!",positive
623,2025-07-10,Very bad experience. Not satisfied at all.,negative
624,2025-08-26,The product is amazing! It works perfectly.,positive
625,2025-07-16,Loved it! Totally worth the money.,positive
626,2025-05-14,No major issues but can be better.,neutral
627,2025-05-03,Product arrived damaged and late.,negative
628,2025-07-05,Average experience overall.,neutral
629,2025-07-25,The product is amazing! It works perfectly.,positive
630,2025-05-08,Product arrived damaged and late.,negative
631,2025-10-12,Loved it! Totally worth the money.,positive
632,2025-08-03,Loved it! Totally worth the money.,positive
633,2025-07-08,No major issues but can be better.,neutral
634,2025-06-02,Average experience overall.,neutral
635,2025-06-04,"Terrible service, waste of money.",negative
636,2025-10-19,No major issues but can be better.,neutral
637,2025-07-20,"Great experience, will recommend to others.",positive
638,2025-07-25,"Very happy with the purchase, thank you!",positive
639,2025-10-20,Excellent service and quick response.,positive
640,2025-08-01,"Neutral review, it’s acceptable.",neutral
641,2025-10-28,Product arrived damaged and late.,negative
642,2025-09-01,"Neutral review, it’s acceptable.",neutral
643,2025-10-17,Excellent service and quick response.,positive
644,2025-05-24,Product arrived damaged and late.,negative
645,2025-09-21,Not happy with the quality.,negative
646,2025-07-02,No major issues but can be better.,neutral
647,2025-10-18,Not happy with the quality.,negative
648,2025-06-20,"Very happy with the purchase, thank you!",positive
649,2025-07-04,Very bad experience. Not satisfied at all.,negative
650,2025-08-03,No major issues but can be better.,neutral
651,2025-09-27,"Great experience, will recommend to others.",positive
652,2025-07-09,Very bad experience. Not satisfied at all.,negative
653,2025-06-28,Very bad experience. Not satisfied at all.,negative
654,2025-05-15,The product is amazing! It works perfectly.,positive
655,2025-08-28,Average experience overall.,neutral
656,2025-10-26,"Neutral review, it’s acceptable.",neutral
657,2025-08-28,No major issues but can be better.,neutral
658,2025-06-29,Average experience overall.,neutral
659,2025-08-14,Loved it! Totally worth the money.,positive
660,2025-08-04,Excellent service and quick response.,positive
661,2025-10-19,Loved it! Totally worth the money.,positive
662,2025-05-26,The product is amazing! It works perfectly.,positive
663,2025-06-25,The product is amazing! It works perfectly.,positive
664,2025-05-29,"The product is okay, not bad.",neutral
665,2025-05-30,Customer support was unhelpful.,negative
666,2025-10-21,Not happy with the quality.,negative
667,2025-08-27,"Neutral review, it’s acceptable.",neutral
668,2025-08-17,The product is amazing! It works perfectly.,positive
669,2025-06-25,Not happy with the quality.,negative
670,2025-10-03,Average experience overall.,neutral
671,2025-07-22,The product is amazing! It works perfectly.,positive
672,2025-10-09,"It works fine, nothing special.",neutral
673,2025-10-03,"Very happy with the purchase, thank you!",positive
674,2025-05-14,Customer support was unhelpful.,negative
675,2025-06-24,"Terrible service, waste of money.",negative
676,2025-07-03,"The product is okay, not bad.",neutral
677,2025-06-04,"It works fine, nothing special.",neutral
678,2025-08-11,"The product is okay, not bad.",neutral
679,2025-09-07,Product arrived damaged and late.,negative
680,2025-08-31,Average experience overall.,neutral
681,2025-05-21,Product arrived damaged and late.,negative
682,2025-05-24,"Great experience, will recommend to others.",positive
683,2025-10-01,"Very happy with the purchase, thank you!",positive
684,2025-05-31,Not happy with the quality.,negative
685,2025-05-09,"Terrible service, waste of money.",negative
686,2025-05-18,Not happy with the quality.,negative
687,2025-06-26,Customer support was unhelpful.,negative
688,2025-06-06,Excellent service and quick response.,positive
689,2025-06-06,Loved it! Totally worth the money.,positive
690,2025-07-03,"Neutral review, it’s acceptable.",neutral
691,2025-06-02,Excellent service and quick response.,positive
692,2025-10-08,"Neutral review, it’s acceptable.",neutral
693,2025-10-29,Average experience overall.,neutral
694,2025-06-18,Average experience overall.,neutral
695,2025-10-28,Average experience overall.,neutral
696,2025-09-30,"Neutral review, it’s acceptable.",neutral
697,2025-05-12,Product arrived damaged and late.,negative
698,2025-06-01,No major issues but can be better.,neutral
699,2025-06-02,Very bad experience. Not satisfied at all.,negative
700,2025-10-01,"Neutral review, it’s acceptable.",neutral
701,2025-07-21,Product arrived damaged and late.,negative
702,2025-08-29,"Great experience, will recommend to others.",positive
703,2025-09-30,Customer support was unhelpful.,negative
704,2025-08-24,The product is amazing! It works perfectly.,positive
705,2025-05-21,"Neutral review, it’s acceptable.",neutral
706,2025-10-26,Product arrived damaged and late.,negative
707,2025-07-04,Product arrived damaged and late.,negative
708,2025-06-08,Loved it! Totally worth the money.,positive
709,2025-09-10,Not happy with the quality.,negative
710,2025-09-03,Customer support was unhelpful.,negative
711,2025-08-04,Very bad experience. Not satisfied at all.,negative
712,2025-07-22,Very bad experience. Not satisfied at all.,negative
713,2025-07-27,"Very happy with the purchase, thank you!",positive
714,2025-10-17,"Very happy with the purchase, thank you!",positive
715,2025-05-28,Average experience overall.,neutral
716,2025-07-01,The product is amazing! It works perfectly.,positive
717,2025-09-04,"The product is okay, not bad.",neutral
718,2025-07-23,"It works fine, nothing special.",neutral
719,2025-08-10,Customer support was unhelpful.,negative
720,2025-06-06,Excellent service and quick response.,positive
721,2025-08-28,Not happy with the quality.,negative
722,2025-06-01,"Terrible service, waste of money.",negative
723,2025-09-24,Not happy with the quality.,negative
724,2025-06-20,Excellent service and quick response.,positive
725,2025-06-25,Loved it! Totally worth the money.,positive
726,2025-07-15,Loved it! Totally worth the money.,positive
727,2025-09-04,"Great experience, will recommend to others.",positive
728,2025-07-10,The product is amazing! It works perfectly.,positive
729,2025-07-20,"The product is okay, not bad.",neutral
730,2025-09-23,Average experience overall.,neutral
731,2025-05-23,"The product is okay, not bad.",neutral
732,2025-05-25,Customer support was unhelpful.,negative
733,2025-06-05,"Very happy with the purchase, thank you!",positive
734,2025-06-21,"Neutral review, it’s acceptable.",neutral
735,2025-09-19,"Neutral review, it’s acceptable.",neutral
736,2025-07-25,"Very happy with the purchase, thank you!",positive
737,2025-06-08,Product arrived damaged and late.,negative
738,2025-08-24,No major issues but can be better.,neutral
739,2025-09-10,"Neutral review, it’s acceptable.",neutral
740,2025-09-27,"The product is okay, not bad.",neutral
741,2025-07-19,"Great experience, will recommend to others.",positive
742,2025-05-29,Loved it! Totally worth the money.,positive
743,2025-06-10,Excellent service and quick response.,positive
744,2025-07-25,"Very happy with the purchase, thank you!",positive
745,2025-08-20,"Terrible service, waste of money.",negative
746,2025-06-22,No major issues but can be better.,neutral
747,2025-08-17,Average experience overall.,neutral
748,2025-05-30,Not happy with the quality.,negative
749,2025-07-01,No major issues but can be better.,neutral
750,2025-07-02,Loved it! Totally worth the money.,positive
751,2025-10-02,"It works fine, nothing special.",neutral
752,2025-10-20,Product arrived damaged and late.,negative
753,2025-09-19,Very bad experience. Not satisfied at all.,negative
754,2025-06-05,"It works fine, nothing special.",neutral
755,2025-07-09,Excellent service and quick response.,positive
756,2025-08-14,Excellent service and quick response.,positive
757,2025-10-25,"Terrible service, waste of money.",negative
758,2025-05-04,Very bad experience. Not satisfied at all.,negative
759,2025-10-29,Loved it! Totally worth the money.,positive
760,2025-05-24,Not happy with the quality.,negative
761,2025-10-17,No major issues but can be better.,neutral
762,2025-08-29,"Neutral review, it’s acceptable.",neutral
763,2025-10-27,Loved it! Totally worth the money.,positive
764,2025-07-21,Average experience overall.,neutral
765,2025-06-26,"Great experience, will recommend to others.",positive
766,2025-08-25,The product is amazing! It works perfectly.,positive
767,2025-10-07,"It works fine, nothing special.",neutral
768,2025-06-07,Customer support was unhelpful.,negative
769,2025-10-29,"Terrible service, waste of money.",negative
770,2025-08-01,The product is amazing! It works perfectly.,positive
771,2025-05-11,"Neutral review, it’s acceptable.",neutral
772,2025-06-30,Excellent service and quick response.,positive
773,2025-06-26,Customer support was unhelpful.,negative
774,2025-08-04,Average experience overall.,neutral
775,2025-09-30,Very bad experience. Not satisfied at all.,negative
776,2025-06-16,No major issues but can be better.,neutral
777,2025-10-17,Product arrived damaged and late.,negative
778,2025-09-22,The product is amazing! It works perfectly.,positive
779,2025-08-13,"Terrible service, waste of money.",negative
780,2025-08-11,Product arrived damaged and late.,negative
781,2025-05-29,Product arrived damaged and late.,negative
782,2025-10-29,"Neutral review, it’s acceptable.",neutral
783,2025-06-23,Excellent service and quick response.,positive
784,2025-07-25,"Terrible service, waste of money.",negative
785,2025-08-07,"Very happy with the purchase, thank you!",positive
786,2025-06-13,Loved it! Totally worth the money.,positive
787,2025-06-06,No major issues but can be better.,neutral
788,2025-06-24,Customer support was unhelpful.,negative
789,2025-09-05,Product arrived damaged and late.,negative
790,2025-09-03,Loved it! Totally worth the money.,positive
791,2025-07-01,No major issues but can be better.,neutral
792,2025-05-19,"The product is okay, not bad.",neutral
793,2025-10-01,No major issues but can be better.,neutral
794,2025-06-30,"Very happy with the purchase, thank you!",positive
795,2025-07-21,"Terrible service, waste of money.",negative
796,2025-05-29,No major issues but can be better.,neutral
797,2025-05-26,No major issues but can be better.,neutral
798,2025-05-13,"Neutral review, it’s acceptable.",neutral
799,2025-08-29,No major issues but can be better.,neutral
800,2025-07-20,Loved it! Totally worth the money.,positive
801,2025-05-22,"Great experience, will recommend to others.",positive
802,2025-06-19,Very bad experience. Not satisfied at all.,negative
803,2025-07-09,Very bad experience. Not satisfied at all.,negative
804,2025-08-20,"Terrible service, waste of money.",negative
805,2025-10-10,Product arrived damaged and late.,negative
806,2025-08-14,Loved it! Totally worth the money.,positive
807,2025-09-17,Very bad experience. Not satisfied at all.,negative
808,2025-09-28,No major issues but can be better.,neutral
809,2025-07-17,Product arrived damaged and late.,negative
810,2025-05-28,"Very happy with the purchase, thank you!",positive
811,2025-09-12,No major issues but can be better.,neutral
812,2025-06-25,Excellent service and quick response.,positive
813,2025-08-24,Not happy with the quality.,negative
814,2025-07-23,No major issues but can be better.,neutral
815,2025-06-23,"Very happy with the purchase, thank you!",positive
816,2025-10-24,No major issues but can be better.,neutral
817,2025-08-22,"Very happy with the purchase, thank you!",positive
818,2025-05-20,"Terrible service, waste of money.",negative
819,2025-06-20,Not happy with the quality.,negative
820,2025-07-07,Loved it! Totally worth the money.,positive
821,2025-08-24,"Neutral review, it’s acceptable.",neutral
822,2025-10-06,Average experience overall.,neutral
823,2025-08-28,Customer support was unhelpful.,negative
824,2025-05-28,Average experience overall.,neutral
825,2025-08-02,Customer support was unhelpful.,negative
826,2025-10-24,"It works fine, nothing special.",neutral
827,2025-07-30,Product arrived damaged and late.,negative
828,2025-08-25,Excellent service and quick response.,positive
829,2025-05-23,"Neutral review, it’s acceptable.",neutral
830,2025-05-14,"Great experience, will recommend to others.",positive
831,2025-08-03,"Great experience, will recommend to others.",positive
832,2025-07-02,"Very happy with the purchase, thank you!",positive
833,2025-07-14,"Very happy with the purchase, thank you!",positive
834,2025-07-26,Average experience overall.,neutral
835,2025-06-03,No major issues but can be better.,neutral
836,2025-07-11,"It works fine, nothing special.",neutral
837,2025-05-27,"The product is okay, not bad.",neutral
838,2025-06-05,Average experience overall.,neutral
839,2025-10-20,Very bad experience. Not satisfied at all.,negative
840,2025-06-24,"The product is okay, not bad.",neutral
841,2025-10-22,"The product is okay, not bad.",neutral
842,2025-09-09,Average experience overall.,neutral
843,2025-05-14,"It works fine, nothing special.",neutral
844,2025-08-27,Excellent service and quick response.,positive
845,2025-05-27,Very bad experience. Not satisfied at all.,negative
846,2025-07-05,Customer support was unhelpful.,negative
847,2025-10-05,"It works fine, nothing special.",neutral
848,2025-09-09,The product is amazing! It works perfectly.,positive
849,2025-05-07,"It works fine, nothing special.",neutral
850,2025-08-22,Excellent service and quick response.,positive
851,2025-08-20,"Neutral review, it’s acceptable.",neutral
852,2025-06-26,"Neutral review, it’s acceptable.",neutral
853,2025-08-07,"Terrible service, waste of money.",negative
854,2025-10-28,"Great experience, will recommend to others.",positive
855,2025-07-12,Excellent service and quick response.,positive
856,2025-10-07,Not happy with the quality.,negative
857,2025-07-30,"It works fine, nothing special.",neutral
858,2025-06-18,"Neutral review, it’s acceptable.",neutral
859,2025-05-15,"The product is okay, not bad.",neutral
860,2025-09-27,The product is amazing! It works perfectly.,positive
861,2025-09-10,"The product is okay, not bad.",neutral
862,2025-10-17,Customer support was unhelpful.,negative
863,2025-10-02,Not happy with the quality.,negative
864,2025-08-07,Excellent service and quick response.,positive
865,2025-08-21,Product arrived damaged and late.,negative
866,2025-10-05,The product is amazing! It works perfectly.,positive
867,2025-10-19,Very bad experience. Not satisfied at all.,negative
868,2025-09-08,Loved it! Totally worth the money.,positive
869,2025-09-02,The product is amazing! It works perfectly.,positive
870,2025-09-22,No major issues but can be better.,neutral
871,2025-09-14,"It works fine, nothing special.",neutral
872,2025-08-18,Average experience overall.,neutral
873,2025-08-23,Very bad experience. Not satisfied at all.,negative
874,2025-06-27,Very bad experience. Not satisfied at all.,negative
875,2025-09-26,"The product is okay, not bad.",neutral
876,2025-06-06,"The product is okay, not bad.",neutral
877,2025-05-05,Very bad experience. Not satisfied at all.,negative
878,2025-06-10,Very bad experience. Not satisfied at all.,negative
879,2025-10-01,"Terrible service, waste of money.",negative
880,2025-09-08,Not happy with the quality.,negative
881,2025-07-05,Very bad experience. Not satisfied at all.,negative
882,2025-05-07,The product is amazing! It works perfectly.,positive
883,2025-06-13,The product is amazing! It works perfectly.,positive
884,2025-08-30,Average experience overall.,neutral
885,2025-05-27,"It works fine, nothing special.",neutral
886,2025-05-09,"The product is okay, not bad.",neutral
887,2025-07-28,The product is amazing! It works perfectly.,positive
888,2025-09-14,No major issues but can be better.,neutral
889,2025-07-03,Loved it! Totally worth the money.,positive
890,2025-10-14,"Terrible service, waste of money.",negative
891,2025-07-09,Average experience overall.,neutral
892,2025-10-12,Not happy with the quality.,negative
893,2025-10-06,Excellent service and quick response.,positive
894,2025-09-28,Customer support was unhelpful.,negative
895,2025-06-17,The product is amazing! It works perfectly.,positive
896,2025-10-12,"Very happy with the purchase, thank you!",positive
897,2025-07-17,Not happy with the quality.,negative
898,2025-07-07,Average experience overall.,neutral
899,2025-07-24,"Great experience, will recommend to others.",positive
900,2025-07-12,No major issues but can be better.,neutral
901,2025-10-16,The product is amazing! It works perfectly.,positive
902,2025-07-25,"Very happy with the purchase, thank you!",positive
903,2025-09-15,"Terrible service, waste of money.",negative
904,2025-08-14,"Terrible service, waste of money.",negative
905,2025-10-28,Very bad experience. Not satisfied at all.,negative
906,2025-06-15,"Great experience, will recommend to others.",positive
907,2025-09-09,No major issues but can be better.,neutral
908,2025-10-20,Not happy with the quality.,negative
909,2025-10-08,Very bad experience. Not satisfied at all.,negative
910,2025-07-12,No major issues but can be better.,neutral
911,2025-09-01,"Great experience, will recommend to others.",positive
912,2025-10-28,"Great experience, will recommend to others.",positive
913,2025-10-15,Not happy with the quality.,negative
914,2025-07-14,No major issues but can be better.,neutral
915,2025-05-24,"Terrible service, waste of money.",negative
916,2025-07-02,"It works fine, nothing special.",neutral
917,2025-05-07,"Great experience, will recommend to others.",positive
918,2025-05-13,Loved it! Totally worth the money.,positive
919,2025-10-05,Customer support was unhelpful.,negative
920,2025-09-04,Very bad experience. Not satisfied at all.,negative
921,2025-05-25,Product arrived damaged and late.,negative
922,2025-09-18,"Terrible service, waste of money.",negative
923,2025-08-29,"Neutral review, it’s acceptable.",neutral
924,2025-06-14,Loved it! Totally worth the money.,positive
925,2025-06-16,Not happy with the quality.,negative
926,2025-05-22,"Neutral review, it’s acceptable.",neutral
927,2025-06-20,Excellent service and quick response.,positive
928,2025-09-24,The product is amazing! It works perfectly.,positive
929,2025-10-06,"It works fine, nothing special.",neutral
930,2025-06-02,The product is amazing! It works perfectly.,positive
931,2025-06-17,"It works fine, nothing special.",neutral
932,2025-08-26,"Neutral review, it’s acceptable.",neutral
933,2025-06-30,The product is amazing! It works perfectly.,positive
934,2025-10-22,Excellent service and quick response.,positive
935,2025-08-14,"It works fine, nothing special.",neutral
936,2025-08-31,Very bad experience. Not satisfied at all.,negative
937,2025-06-25,Not happy with the quality.,negative
938,2025-09-13,"The product is okay, not bad.",neutral
939,2025-05-13,"Neutral review, it’s acceptable.",neutral
940,2025-09-29,"It works fine, nothing special.",neutral
941,2025-06-12,Loved it! Totally worth the money.,positive
942,2025-07-05,"The product is okay, not bad.",neutral
943,2025-10-03,"Neutral review, it’s acceptable.",neutral
944,2025-07-03,"Neutral review, it’s acceptable.",neutral
945,2025-06-04,"Very happy with the purchase, thank you!",positive
946,2025-08-13,The product is amazing! It works perfectly.,positive
947,2025-07-08,"Very happy with the purchase, thank you!",positive
948,2025-09-01,Customer support was unhelpful.,negative
949,2025-09-24,"Very happy with the purchase, thank you!",positive
950,2025-09-07,"It works fine, nothing special.",neutral
951,2025-05-16,Excellent service and quick response.,positive
952,2025-10-01,"The product is okay, not bad.",neutral
953,2025-05-27,Very bad experience. Not satisfied at all.,negative
954,2025-05-20,Very bad experience. Not satisfied at all.,negative
955,2025-05-31,Average experience overall.,neutral
956,2025-05-19,Average experience overall.,neutral
957,2025-08-09,"Neutral review, it’s acceptable.",neutral
958,2025-09-17,Excellent service and quick response.,positive
959,2025-05-05,Not happy with the quality.,negative
960,2025-10-21,Not happy with the quality.,negative
961,2025-08-28,Customer support was unhelpful.,negative
962,2025-08-08,Very bad experience. Not satisfied at all.,negative
963,2025-07-20,"Neutral review, it’s acceptable.",neutral
964,2025-08-20,"The product is okay, not bad.",neutral
965,2025-10-21,No major issues but can be better.,neutral
966,2025-08-25,"Terrible service, waste of money.",negative
967,2025-06-29,Average experience overall.,neutral
968,2025-10-27,Product arrived damaged and late.,negative
969,2025-07-24,"Neutral review, it’s acceptable.",neutral
970,2025-05-09,"Very happy with the purchase, thank you!",positive
971,2025-09-13,Loved it! Totally worth the money.,positive
972,2025-05-21,Very bad experience. Not satisfied at all.,negative
973,2025-06-16,The product is amazing! It works perfectly.,positive
974,2025-08-20,"Neutral review, it’s acceptable.",neutral
975,2025-10-26,Average experience overall.,neutral
976,2025-09-27,Product arrived damaged and late.,negative
977,2025-07-27,"Terrible service, waste of money.",negative
978,2025-07-29,"Neutral review, it’s acceptable.",neutral
979,2025-09-28,Product arrived damaged and late.,negative
980,2025-06-10,Product arrived damaged and late.,negative
981,2025-09-10,Very bad experience. Not satisfied at all.,negative
982,2025-09-22,"Neutral review, it’s acceptable.",neutral
983,2025-10-27,"It works fine, nothing special.",neutral
984,2025-10-14,"The product is okay, not bad.",neutral
985,2025-05-11,Product arrived damaged and late.,negative
986,2025-08-20,"Neutral review, it’s acceptable.",neutral
987,2025-05-22,"Neutral review, it’s acceptable.",neutral
988,2025-08-23,"Very happy with the purchase, thank you!",positive
989,2025-07-16,Very bad experience. Not satisfied at all.,negative
990,2025-08-26,The product is amazing! It works perfectly.,positive
991,2025-06-30,Loved it! Totally worth the money.,positive
992,2025-05-30,Customer support was unhelpful.,negative
993,2025-07-02,"It works fine, nothing special.",neutral
994,2025-06-24,Not happy with the quality.,negative
995,2025-07-17,"It works fine, nothing special.",neutral
996,2025-07-08,Very bad experience. Not satisfied at all.,negative
997,2025-05-19,No major issues but can be better.,neutral
998,2025-10-23,"Great experience, will recommend to others.",positive
999,2025-07-18,Customer support was unhelpful.,negative
1000,2025-06-20,The product is amazing! It works perfectly.,positive
1001,2025-08-24,Excellent service and quick response.,positive
1002,2025-07-27,Not happy with the quality.,negative
1003,2025-05-08,No major issues but can be better.,neutral
1004,2025-05-31,The product is amazing! It works perfectly.,positive
1005,2025-08-24,"Great experience, will recommend to others.",positive
1006,2025-07-28,"It works fine, nothing special.",neutral
1007,2025-08-27,Customer support was unhelpful.,negative
1008,2025-10-10,Product arrived damaged and late.,negative
1009,2025-07-11,The product is amazing! It works perfectly.,positive
1010,2025-05-04,Customer support was unhelpful.,negative
1011,2025-08-22,No major issues but can be better.,neutral
1012,2025-08-07,"Very happy with the purchase, thank you!",positive
1013,2025-08-09,No major issues but can be better.,neutral
1014,2025-08-28,No major issues but can be better.,neutral
1015,2025-09-20,"It works fine, nothing special.",neutral
1016,2025-05-20,Product arrived damaged and late.,negative
1017,2025-08-12,"Great experience, will recommend to others.",positive
1018,2025-09-12,"It works fine, nothing special.",neutral
1019,2025-06-17,"Terrible service, waste of money.",negative
1020,2025-08-19,Customer support was unhelpful.,negative
1021,2025-06-05,Excellent service and quick response.,positive
1022,2025-06-03,Average experience overall.,neutral
1023,2025-10-23,Excellent service and quick response.,positive
1024,2025-06-06,Customer support was unhelpful.,negative
1025,2025-07-25,"Terrible service, waste of money.",negative
1026,2025-06-05,Customer support was unhelpful.,negative
1027,2025-10-11,Not happy with the quality.,negative
1028,2025-07-18,Excellent service and quick response.,positive
1029,2025-10-29,Very bad experience. Not satisfied at all.,negative
1030,2025-08-09,"It works fine, nothing special.",neutral
1031,2025-09-22,"The product is okay, not bad.",neutral
1032,2025-06-26,"Great experience, will recommend to others.",positive
1033,2025-09-26,Average experience overall.,neutral
1034,2025-05-03,Loved it! Totally worth the money.,positive
1035,2025-08-06,The product is amazing! It works perfectly.,positive
1036,2025-07-20,Loved it! Totally worth the money.,positive
1037,2025-07-16,"Great experience, will recommend to others.",positive
1038,2025-06-17,"The product is okay, not bad.",neutral
1039,2025-10-28,Loved it! Totally worth the money.,positive
1040,2025-06-06,The product is amazing! It works perfectly.,positive
1041,2025-06-03,Average experience overall.,neutral
1042,2025-05-03,No major issues but can be better.,neutral
1043,2025-09-19,"Terrible service, waste of money.",negative
1044,2025-06-16,"Very happy with the purchase, thank you!",positive
1045,2025-06-30,Excellent service and quick response.,positive
1046,2025-10-15,"Terrible service, waste of money.",negative
1047,2025-05-10,Excellent service and quick response.,positive
1048,2025-06-02,Not happy with the quality.,negative
1049,2025-06-22,Not happy with the quality.,negative
1050,2025-06-12,"Great experience, will recommend to others.",positive
1051,2025-08-21,Loved it! Totally worth the money.,positive
1052,2025-06-09,Loved it! Totally worth the money.,positive
1053,2025-10-25,Average experience overall.,neutral
1054,2025-10-12,"It works fine, nothing special.",neutral
1055,2025-05-07,Average experience overall.,neutral
1056,2025-09-12,Very bad experience. Not satisfied at all.,negative
1057,2025-10-14,"The product is okay, not bad.",neutral
1058,2025-09-27,Not happy with the quality.,negative
1059,2025-09-11,"Neutral review, it’s acceptable.",neutral
1060,2025-08-19,"Great experience, will recommend to others.",positive
1061,2025-06-02,Very bad experience. Not satisfied at all.,negative
1062,2025-08-06,Product arrived damaged and late.,negative
1063,2025-09-19,Customer support was unhelpful.,negative
1064,2025-07-07,Very bad experience. Not satisfied at all.,negative
1065,2025-09-10,"It works fine, nothing special.",neutral
1066,2025-06-26,"Very happy with the purchase, thank you!",positive
1067,2025-09-10,Not happy with the quality.,negative
1068,2025-08-18,Product arrived damaged and late.,negative
1069,2025-05-05,Loved it! Totally worth the money.,positive
1070,2025-08-22,"It works fine, nothing special.",neutral
1071,2025-09-17,"Neutral review, it’s acceptable.",neutral
1072,2025-10-08,Loved it! Totally worth the money.,positive
1073,2025-06-08,Product arrived damaged and late.,negative
1074,2025-07-27,Not happy with the quality.,negative
1075,2025-05-08,"Very happy with the purchase, thank you!",positive
1076,2025-05-16,Customer support was unhelpful.,negative
1077,2025-10-07,The product is amazing! It works perfectly.,positive
1078,2025-05-04,"Neutral review, it’s acceptable.",neutral
1079,2025-10-11,"Great experience, will recommend to others.",positive
1080,2025-07-03,The product is amazing! It works perfectly.,positive
1081,2025-08-06,"Very happy with the purchase, thank you!",positive
1082,2025-05-13,Excellent service and quick response.,positive
1083,2025-08-02,Loved it! Totally worth the money.,positive
1084,2025-09-29,"It works fine, nothing special.",neutral
1085,2025-10-15,"It works fine, nothing special.",neutral
1086,2025-07-12,Very bad experience. Not satisfied at all.,negative
1087,2025-08-16,Very bad experience. Not satisfied at all.,negative
1088,2025-07-17,Product arrived damaged and late.,negative
1089,2025-06-26,The product is amazing! It works perfectly.,positive
1090,2025-05-03,Loved it! Totally worth the money.,positive
1091,2025-09-05,Product arrived damaged and late.,negative
1092,2025-05-25,The product is amazing! It works perfectly.,positive
1093,2025-05-17,"The product is okay, not bad.",neutral
1094,2025-06-02,Very bad experience. Not satisfied at all.,negative
1095,2025-10-11,No major issues but can be better.,neutral
1096,2025-05-24,No major issues but can be better.,neutral
1097,2025-07-08,Not happy with the quality.,negative
1098,2025-07-08,"The product is okay, not bad.",neutral
1099,2025-10-27,"It works fine, nothing special.",neutral
1100,2025-10-03,Excellent service and quick response.,positive
1101,2025-05-04,Customer support was unhelpful.,negative
1102,2025-06-08,Very bad experience. Not satisfied at all.,negative
1103,2025-07-31,"Neutral review, it’s acceptable.",neutral
1104,2025-07-29,"Very happy with the purchase, thank you!",positive
1105,2025-06-04,"The product is okay, not bad.",neutral
1106,2025-08-25,"Terrible service, waste of money.",negative
1107,2025-10-20,"The product is okay, not bad.",neutral
1108,2025-05-23,"Great experience, will recommend to others.",positive
